time,month,hour,dayofweek,quarter,weekofyear,dayofyear,avg_wind_speed,avg_wind_deg,avg_rain_1h,avg_rain_3h,avg_humidity,avg_clouds_all,avg_pressure,avg_snow_3h,weather_id,avg_temp_max,avg_temp_min,avg_temp,load_shortfall_3h
2015-01-04 12:00:00,1,12,6,1,1,4,1.2666666666800002,125.66666666666667,0.075,0.0,66.66666666663333,30.22222222223333,814.4,0.0,725.0,286.25704375000004,286.25704375000004,286.25704375000004,5179.3333333333
2015-01-04 15:00:00,1,15,6,1,1,4,0.8666666666600001,115.1111111111,0.075,0.0,65.77777777776667,25.555555555566666,811.33333333334,0.0,725.25,286.48875624998,286.48875624998,286.48875624998,4187.3333333333
2015-01-04 18:00:00,1,18,6,1,1,4,0.9333333333199999,118.88888888886667,0.075,0.0,81.88888888886667,16.777777777766666,811.73333333332,0.0,725.083333333325,280.19976666666,280.19976666666,280.19976666665997,2845.3333333333
2015-01-04 21:00:00,1,21,6,1,1,4,0.93333333334,162.8888888889,0.075,0.0,79.44444444443333,9.333333333333334,814.0,0.0,725.0,277.53222291666003,277.53222291666,277.53222291666003,2350.0
2015-01-05 00:00:00,1,0,0,1,2,5,1.0,160.44444444446665,0.025,0.0,79.22222222223333,10.0,813.73333333332,0.0,775.3333333333501,275.90499791668,275.90499791668003,275.90499791668,4540.0
2015-01-05 03:00:00,1,3,0,1,2,5,0.93333333334,170.88888888889997,0.0,0.0,76.66666666666667,23.555555555566666,810.73333333334,0.0,800.75,275.34831249999996,275.3483125,275.34831249999996,6379.6666666667
2015-01-05 06:00:00,1,6,0,1,2,5,0.8,172.44444444443334,0.0,0.0,79.55555555556667,36.8888888889,810.4,0.0,801.25,275.91784583332003,275.91784583332003,275.91784583332003,7973.6666666667
2015-01-05 09:00:00,1,9,0,1,2,5,1.06666666668,167.0,0.0,0.0,80.66666666666667,41.1111111111,810.2666666666601,0.0,801.5833333333501,278.96562291666,278.96562291666,278.96562291666,1129.3333333333
2015-01-05 12:00:00,1,12,0,1,2,5,1.53333333334,130.77777777776666,0.025,0.0,76.1111111111,29.77777777776667,809.19999999998,0.0,775.666666666675,284.39171041664,284.39171041663997,284.39171041664,3238.3333333333
2015-01-05 21:00:00,1,21,0,1,2,5,1.26666666666,120.7777777778,0.0,0.0,85.1111111111,31.77777777776667,807.53333333334,0.0,801.333333333325,277.63665624998004,277.63665624998004,277.63665624998,5385.0
2015-01-06 00:00:00,1,0,1,1,2,6,1.3333333333400001,131.8888888889,0.0,0.0,82.77777777776667,25.1111111111,806.66666666668,0.0,801.6666666666499,276.17655625,276.17655625,276.1765562500001,10156.0
2015-01-06 03:00:00,1,3,1,1,2,6,1.26666666668,111.44444444443333,0.0,0.0,82.66666666666667,27.222222222233338,806.5333333333399,0.0,801.833333333325,275.34416875,275.34416875,275.34416875,9528.6666666667
2015-01-06 06:00:00,1,6,1,1,2,6,1.13333333334,110.55555555556667,0.0,0.0,85.8888888889,65.1111111111,806.6,0.0,802.666666666675,275.79934375000005,275.79934375000005,275.79934375000005,8738.0
2015-01-06 09:00:00,1,9,1,1,2,6,1.13333333334,128.44444444443334,0.0,0.0,88.55555555556667,72.66666666666667,806.8666666666601,0.0,802.666666666675,279.09111250000007,279.0911125,279.0911125,14337.0
2015-01-06 12:00:00,1,12,1,1,2,6,1.13333333334,114.33333333333333,0.0,0.0,81.66666666666667,35.777777777766666,806.53333333332,0.0,801.58333333335,283.07364583334004,283.07364583334,283.07364583334,15028.3333333333
2015-01-06 15:00:00,1,15,1,1,2,6,0.7333333333199998,78.1111111111,0.0,0.0,84.77777777776667,35.8888888889,806.4000000000001,0.0,801.416666666675,282.03393541666003,282.03393541666003,282.03393541666003,14496.0
2015-01-06 18:00:00,1,18,1,1,2,6,0.8666666666599999,143.66666666666666,0.0,0.0,88.55555555553333,44.1111111111,807.20000000002,0.0,801.833333333325,278.59867708334,278.59867708334,278.59867708334,13313.6666666667
2015-01-06 21:00:00,1,21,1,1,2,6,1.06666666668,126.33333333333333,0.0,0.0,85.8888888889,46.222222222233334,808.8,0.0,801.916666666675,277.0451875,277.0451875,277.0451875,14642.3333333333
2015-01-07 00:00:00,1,0,2,1,2,7,1.06666666666,158.55555555553335,0.0,0.0,86.66666666666667,28.1111111111,810.46666666666,0.0,801.333333333325,276.51496875002,276.51496875002,276.51496875002,14897.3333333333
2015-01-07 03:00:00,1,3,2,1,2,7,1.33333333332,178.2222222222333,0.0,0.0,83.0,12.0,808.8,0.0,801.083333333325,276.18074375,276.18074375,276.18074375000003,12249.3333333333
2015-01-07 06:00:00,1,6,2,1,2,7,1.4666666666600001,186.44444444446665,0.025,0.0,83.55555555556667,17.55555555553333,812.5999999999999,0.0,776.083333333325,275.69042083334,275.69042083334,275.69042083334,10998.0
2015-01-07 09:00:00,1,9,2,1,2,7,1.6,184.66666666666666,0.05,0.0,84.8888888889,13.0,818.8666666666601,0.0,750.75,278.7452604167,278.74526041670003,278.7452604167,13965.6666666667
2015-01-07 12:00:00,1,12,2,1,2,7,1.2666666666600002,157.2222222222,0.05,0.0,76.33333333333333,0.0,818.13333333332,0.0,750.166666666675,283.01693541666,283.01693541666,283.01693541666,16370.6666666667
2015-01-07 15:00:00,1,15,2,1,2,7,1.33333333334,146.33333333333334,0.075,0.0,75.33333333333333,0.0,825.7333333333202,0.0,725.0,282.56566875002,282.56566875002005,282.56566875002,14613.6666666667
2015-01-07 18:00:00,1,18,2,1,2,7,1.4,176.11111111110003,0.025,0.0,82.1111111111,0.0,818.9999999999999,0.0,775.083333333325,279.39275000000004,279.39275000000004,279.39275000000004,14671.0
2015-01-07 21:00:00,1,21,2,1,2,7,1.46666666666,175.55555555556666,0.0,0.0,83.55555555553333,0.0,814.13333333332,0.0,800.0,276.79934583334,276.79934583334,276.79934583334,15614.0
2015-01-08 00:00:00,1,0,3,1,2,8,1.66666666666,175.66666666666666,0.0,0.0,82.88888888886667,1.1111111111,814.4666666666601,0.0,800.0,276.1991875,276.1991875,276.1991875,15496.6666666667
2015-01-08 03:00:00,1,3,3,1,2,8,1.66666666666,174.44444444446665,0.0,0.0,83.1111111111,1.7777777777666666,814.8,0.0,800.0,275.33132291668,275.33132291668,275.33132291668,9562.0
2015-01-08 06:00:00,1,6,3,1,2,8,1.4,175.66666666666666,0.0,0.0,83.0,1.1111111111,815.5333333333399,0.0,800.0,274.81251249998,274.81251249997996,274.81251249997996,7215.6666666667
2015-01-08 09:00:00,1,9,3,1,2,8,1.8,176.11111111110003,0.0,0.0,81.55555555556667,6.222222222233333,816.4,0.0,800.25,278.06654583334,278.06654583334,278.06654583334,7389.3333333333
2015-01-08 12:00:00,1,12,3,1,2,8,1.6,154.1111111111,0.0,0.0,71.11111111113333,19.8888888889,816.73333333332,0.0,800.75,284.42561041666005,284.42561041666,284.42561041666005,10836.3333333333
2015-01-08 15:00:00,1,15,3,1,2,8,2.0,136.55555555556666,0.0,0.0,66.7777777778,28.8888888889,820.2666666666798,0.0,801.0,284.88328333334005,284.88328333334005,284.88328333334005,11568.6666666667
2015-01-08 18:00:00,1,18,3,1,2,8,1.8666666666799998,137.66666666666666,0.0,0.0,80.55555555553333,23.77777777776667,819.8666666666601,0.0,800.75,280.42516666666,280.42516666666,280.42516666666,11475.3333333333
2015-01-08 21:00:00,1,21,3,1,2,8,1.9333333333400002,141.44444444443334,0.0,0.0,78.44444444446667,18.888888888900002,819.0,0.0,800.666666666675,278.07939999999996,278.0794,278.07939999999996,11432.6666666667
2015-01-09 00:00:00,1,0,4,1,2,9,1.46666666668,167.0,0.0,0.0,78.55555555556667,11.8888888889,819.1333333333399,0.0,800.5,276.7916,276.79159999999996,276.7916,11674.0
2015-01-09 03:00:00,1,3,4,1,2,9,1.33333333334,149.0,0.0,0.0,77.88888888886667,11.1111111111,821.2666666666798,0.0,800.5,276.41661041666003,276.41661041666003,276.41661041666003,12438.3333333333
2015-01-09 06:00:00,1,6,4,1,2,9,1.4,73.55555555556667,0.0,0.0,77.44444444443333,11.555555555566668,819.2,0.0,800.416666666675,275.60594583334,275.60594583334,275.60594583334,10727.3333333333
2015-01-09 09:00:00,1,9,4,1,2,9,1.66666666668,83.44444444443333,0.0,0.0,74.3333333333,8.444444444433334,819.6,0.0,800.333333333325,279.23506666666003,279.23506666666,279.23506666666,13480.6666666667
2015-01-09 12:00:00,1,12,4,1,2,9,2.4,118.33333333333333,0.0,0.0,63.666666666666664,5.333333333333333,819.6,0.0,800.166666666675,285.40963333334,285.40963333333997,285.40963333333997,15760.0
2015-01-09 15:00:00,1,15,4,1,2,9,2.2,139.11111111113334,0.0,0.0,63.777777777766666,3.3333333333333335,824.4666666666601,0.0,800.166666666675,285.6527,285.6527,285.6527,16059.6666666667
2015-01-09 18:00:00,1,18,4,1,2,9,1.6,162.77777777776666,0.0,0.0,73.77777777776667,0.0,822.4666666666799,0.0,800.0,282.75614375000004,282.75614375000004,282.75614375000004,15008.0
2015-01-09 21:00:00,1,21,4,1,2,9,1.66666666666,162.7777777778,0.0,0.0,84.44444444443333,0.0,828.6,0.0,800.0,279.05242500002,279.05242500002,279.05242500002,13923.6666666667
2015-01-10 00:00:00,1,0,5,1,2,10,1.7333333333399998,171.33333333333334,0.0,0.0,78.66666666666667,0.0,823.6,0.0,800.0,277.54670833334,277.54670833334,277.54670833334,14980.0
2015-01-10 03:00:00,1,3,5,1,2,10,2.2,178.88888888889997,0.0,0.0,71.66666666666667,0.0,817.46666666668,0.0,800.0,277.17267916668,277.17267916668,277.17267916668,13259.3333333333
2015-01-10 06:00:00,1,6,5,1,2,10,2.4,181.0,0.0,0.0,64.66666666666667,0.0,817.86666666666,0.0,800.0,278.2049125,278.2049125,278.2049125,12592.0
2015-01-10 09:00:00,1,9,5,1,2,10,1.8,174.2222222222333,0.0,0.0,72.0,2.0,821.2,0.0,800.083333333325,280.67525624999996,280.67525624999996,280.67525624999996,15272.3333333333
2015-01-10 12:00:00,1,12,5,1,2,10,3.6,160.55555555556666,0.0,0.0,60.88888888886667,1.3333333333333333,815.13333333334,0.0,800.083333333325,287.02570833334,287.02570833334,287.02570833334,14794.0
2015-01-10 15:00:00,1,15,5,1,2,10,2.26666666666,173.44444444446665,0.0,0.0,58.666666666666664,0.0,814.3333333333401,0.0,800.0,287.6290125,287.6290125,287.6290125,13463.6666666667
2015-01-10 18:00:00,1,18,5,1,2,10,2.3333333333399997,163.22222222223334,0.0,0.0,68.55555555556667,0.0,816.06666666668,0.0,800.0,283.58744375,283.58744375000003,283.58744375000003,12491.0
2015-01-10 21:00:00,1,21,5,1,2,10,2.0,115.7777777778,0.0,0.0,63.8888888889,0.0,814.26666666666,0.0,800.0,280.67237916666005,280.67237916666,280.67237916666,13905.6666666667
2015-01-11 00:00:00,1,0,6,1,2,11,4.26666666666,132.33333333333334,0.0,0.0,59.333333333333336,4.4444444444333335,812.53333333334,0.0,800.166666666675,279.1789875,279.1789875,279.1789875,14302.3333333333
2015-01-11 03:00:00,1,3,6,1,2,11,2.20000000002,89.44444444443333,0.05,0.0,63.2222222222,21.333333333333332,812.53333333334,0.0,750.3333333333501,278.12585624999997,278.12585624999997,278.12585624999997,7575.6666666667
2015-01-11 06:00:00,1,6,6,1,2,11,2.7999999999800003,143.8888888889,0.175,0.0,61.0,50.55555555556666,812.93333333334,0.0,726.0000000000251,279.17848958334,279.17848958334,279.17848958334,3803.6666666667
2015-01-11 09:00:00,1,9,6,1,2,11,1.6666666666799999,92.44444444446667,0.225,0.0,66.8888888889,54.2222222222,813.8,0.0,726.166666666675,282.3373125,282.3373125,282.3373125,2519.3333333333
2015-01-11 12:00:00,1,12,6,1,2,11,2.3999999999800004,122.11111111113333,0.225,0.0,61.8888888889,35.11111111113333,813.8666666666801,0.0,725.6666666666499,286.22816666664005,286.22816666664,286.22816666664005,1542.3333333333
2015-01-11 15:00:00,1,15,6,1,2,11,2.4,91.7777777778,0.225,0.0,55.333333333333336,17.666666666666668,813.93333333334,0.0,725.25,287.72503333336,287.72503333336005,287.72503333336,1461.6666666667
2015-01-11 18:00:00,1,18,6,1,2,11,2.0666666666799998,69.22222222223333,0.25,0.0,69.77777777776667,4.666666666666667,816.8666666666601,0.0,700.25,283.34594791666007,283.34594791666,283.34594791666007,865.0
2015-01-11 21:00:00,1,21,6,1,2,11,2.0,169.66666666666666,0.225,0.0,82.1111111111,8.0,815.2666666666601,0.0,726.1666666666499,279.19354374998005,279.19354374998,279.19354374998,4985.0
2015-01-12 00:00:00,1,0,0,1,3,12,1.4666666666800001,169.44444444443334,0.075,0.0,84.66666666666667,7.1111111111000005,815.0,0.0,775.75,277.1375,277.1375,277.1375,4211.0
2015-01-12 03:00:00,1,3,0,1,3,12,1.39999999998,160.33333333333334,0.0,0.0,83.66666666666667,19.111111111099998,814.6,0.0,800.583333333325,276.24224583334,276.24224583334,276.24224583334,15132.0
2015-01-12 06:00:00,1,6,0,1,3,12,1.3333333333400001,155.33333333333334,0.0,0.0,83.33333333333333,26.0,814.2,0.0,800.75,275.74744375,275.74744375,275.74744375,14146.6666666667
2015-01-12 09:00:00,1,9,0,1,3,12,1.80000000002,126.0,0.0,0.0,78.8888888889,39.777777777766666,814.13333333332,0.0,801.333333333325,280.60387708332,280.60387708332,280.60387708332,18754.6666666667
2015-01-12 12:00:00,1,12,0,1,3,12,2.0,145.66666666666666,0.0,0.0,70.22222222223333,37.1111111111,813.06666666666,0.0,801.166666666675,285.03560000000004,285.03560000000004,285.03560000000004,19722.3333333333
2015-01-12 15:00:00,1,15,0,1,3,12,2.80000000002,152.66666666666666,0.025,0.0,71.11111111113333,22.22222222223333,812.0,0.0,775.5,286.68415625,286.68415625,286.68415625,19062.0
2015-01-12 18:00:00,1,18,0,1,3,12,1.8,152.55555555556666,0.0,0.0,83.77777777776667,28.0,811.6000000000001,0.0,801.0,283.04165416664,283.04165416664,283.04165416664006,19813.3333333333
2015-01-12 21:00:00,1,21,0,1,3,12,1.66666666666,156.11111111113334,0.0,0.0,85.55555555556667,31.333333333333332,813.3333333333201,0.0,801.0,281.26563125,281.26563125,281.26563125,22270.6666666667
2015-01-13 00:00:00,1,0,1,1,3,13,1.9333333333399998,156.22222222223334,0.0,0.0,81.77777777776667,28.0,810.80000000002,0.0,801.25,280.32847708334003,280.32847708334003,280.32847708334003,20219.3333333333
2015-01-13 03:00:00,1,3,1,1,3,13,1.86666666666,162.55555555553335,0.0,0.0,78.0,9.777777777766667,810.13333333334,0.0,801.083333333325,279.48906666666,279.48906666666,279.48906666666,7398.6666666667
2015-01-13 06:00:00,1,6,1,1,3,13,1.9333333333399998,172.33333333333334,0.0,0.0,77.55555555556667,2.2222222222333334,809.7333333333199,0.0,800.9166666666499,279.29925625,279.29925625,279.29925625,5250.0
2015-01-13 09:00:00,1,9,1,1,3,13,3.06666666664,155.7777777778,0.0,0.0,73.11111111113333,4.666666666666667,809.8000000000201,0.0,801.0833333333501,282.55875416668,282.55875416668005,282.55875416668005,13143.3333333333
2015-01-13 12:00:00,1,12,1,1,3,13,4.93333333334,158.33333333333334,0.0,0.0,63.666666666666664,9.8888888889,809.06666666666,0.0,801.166666666675,287.24236666668,287.24236666668,287.24236666668,15482.3333333333
2015-01-13 15:00:00,1,15,1,1,3,13,3.4000000000200004,159.55555555556666,0.0,0.0,60.777777777766666,44.7777777778,808.26666666666,0.0,801.583333333325,287.5816,287.5816,287.5816,14143.0
2015-01-13 18:00:00,1,18,1,1,3,13,2.93333333334,168.66666666666666,0.0,0.0,70.66666666666667,36.88888888886667,808.2666666666801,0.0,801.333333333325,284.36056666666,284.36056666666,284.36056666666,14014.6666666667
2015-01-13 21:00:00,1,21,1,1,3,13,2.46666666668,181.2222222222333,0.05,0.0,74.66666666666667,34.666666666666664,808.6666666666599,0.0,751.0,281.61835416668,281.61835416668,281.61835416668,16585.6666666667
2015-01-14 00:00:00,1,0,2,1,3,14,3.06666666666,179.88888888889997,0.025,0.0,71.7777777778,57.666666666666664,809.06666666666,0.0,777.166666666675,280.50753333334006,280.50753333334,280.50753333334,15583.3333333333
2015-01-14 03:00:00,1,3,2,1,3,14,1.86666666666,93.33333333333333,0.05,0.0,73.2222222222,39.99999999996666,809.2,0.0,751.5833333333501,280.38045625001996,280.38045625002,280.38045625001996,8820.3333333333
2015-01-14 06:00:00,1,6,2,1,3,14,2.2,140.77777777776666,0.075,0.0,76.2222222222,42.666666666666664,809.6666666666599,0.0,726.333333333325,279.93816874998004,279.93816874998004,279.93816874998004,6009.3333333333
2015-01-14 09:00:00,1,9,2,1,3,14,2.86666666666,119.1111111111,0.025,0.0,76.55555555556667,24.88888888886667,810.33333333334,0.0,775.666666666675,282.34143125,282.34143125,282.34143125,13545.3333333333
2015-01-14 12:00:00,1,12,2,1,3,14,2.86666666666,142.0,0.0,0.0,69.44444444446667,31.333333333333332,810.0,0.0,801.0,286.52278958334,286.52278958334,286.52278958334,15848.6666666667
2015-01-14 15:00:00,1,15,2,1,3,14,1.7999999999799996,142.22222222223334,0.0,0.0,67.66666666666667,18.0,809.3333333333401,0.0,800.8333333333501,286.58064375,286.58064375,286.58064375000004,14183.6666666667
2015-01-14 18:00:00,1,18,2,1,3,14,1.7333333333199998,164.55555555553335,0.0,0.0,74.88888888886667,23.333333333333332,808.73333333334,0.0,801.0000000000251,283.56750000002,283.56750000002,283.56750000002,14133.0
2015-01-14 21:00:00,1,21,2,1,3,14,1.5999999999799999,164.7777777778,0.0,0.0,83.11111111113333,18.0,808.0,0.0,800.666666666675,280.82707708334,280.82707708334,280.82707708334,16264.3333333333
2015-01-15 00:00:00,1,0,3,1,3,15,2.0,157.8888888889,0.0,0.0,79.77777777776667,27.666666666666668,807.3333333333401,0.0,801.0,280.04576666666,280.04576666666,280.04576666666003,14104.6666666667
2015-01-15 03:00:00,1,3,3,1,3,15,2.26666666666,160.66666666666666,0.0,0.0,80.66666666663333,41.55555555556666,807.2666666666801,0.0,801.333333333325,280.47648958333997,280.47648958334,280.47648958334,5900.0
2015-01-15 06:00:00,1,6,3,1,3,15,2.4666666666799997,157.8888888889,0.0,0.0,82.55555555553333,57.1111111111,806.3333333333401,0.0,801.75,280.82091041666,280.82091041666,280.82091041666,3533.0
2015-01-15 09:00:00,1,9,3,1,3,15,3.0,155.11111111113334,0.0,0.0,77.22222222223333,67.77777777776667,805.6666666666599,0.0,802.25,283.56260000002,283.5626000000199,283.56260000002004,11624.6666666667
2015-01-15 12:00:00,1,12,3,1,3,15,4.8666666666600005,155.66666666666666,0.05,0.0,70.88888888886667,47.11111111113333,803.53333333334,0.0,751.0,286.66158958332005,286.66158958332,286.66158958332005,13595.0
2015-01-15 15:00:00,1,15,3,1,3,15,6.2,159.44444444443334,0.075,0.0,64.6666666667,53.11111111113333,801.46666666666,0.0,725.8333333333501,287.21103333333997,287.21103333333997,287.21103333333997,12308.6666666667
2015-01-15 18:00:00,1,18,3,1,3,15,5.3999999999799995,157.33333333333334,0.22499999999999998,0.0,68.44444444443333,77.11111111113333,807.7333333333199,0.0,676.166666666675,285.51341458334,285.51341458334,285.51341458333997,11819.3333333333
2015-01-15 21:00:00,1,21,3,1,3,15,4.86666666666,165.66666666666666,0.55,0.0,75.22222222223333,89.77777777776667,810.0,0.0,601.000000000025,284.41138750002,284.41138750001994,284.41138750001994,13020.0
2015-01-16 00:00:00,1,0,4,1,3,16,4.06666666666,183.2222222222333,0.5249999999999999,0.0,82.0,92.0,801.93333333332,0.0,575.75,283.94179375000004,283.94179375,283.94179375,10056.0
2015-01-16 03:00:00,1,3,4,1,3,16,3.33333333332,184.44444444443334,0.3,0.0,82.77777777776667,71.77777777776667,798.06666666668,0.0,600.5,282.78024375002,282.78024375002,282.78024375002,4034.0
2015-01-16 06:00:00,1,6,4,1,3,16,2.3333333333199997,159.44444444443334,0.24999999999999997,0.0,83.77777777776667,31.555555555566666,798.73333333334,0.0,650.7500000000251,281.97261041667997,281.97261041667997,281.97261041668,2566.6666666667
2015-01-16 09:00:00,1,9,4,1,3,16,4.26666666668,160.1111111111,0.275,0.0,83.6666666667,26.8888888889,800.0,0.0,676.0,282.42078958332,282.42078958332,282.42078958332,10771.6666666667
2015-01-16 12:00:00,1,12,4,1,3,16,5.33333333334,166.66666666666666,0.225,0.0,77.8888888889,45.66666666663334,800.4000000000201,0.0,726.583333333325,283.32937916666003,283.32937916666003,283.32937916666003,12444.6666666667
2015-01-16 15:00:00,1,15,4,1,3,16,4.73333333334,174.88888888889997,0.25,0.0,68.55555555556667,71.66666666666667,801.1333333333199,0.0,702.166666666675,283.17846458332,283.17846458331996,283.17846458331996,9164.6666666667
2015-01-16 18:00:00,1,18,4,1,3,16,3.3333333333399997,187.33333333333334,0.575,0.0,70.88888888886667,65.1111111111,803.6,0.0,727.0833333333501,281.25910000002,281.25910000002,281.25910000002,8540.6666666667
2015-01-16 21:00:00,1,21,4,1,3,16,3.73333333334,192.88888888889997,0.75,0.0,77.0,30.8888888889,805.4,0.0,725.5,278.98535625,278.98535625,278.98535625,13266.3333333333
2015-01-17 00:00:00,1,0,5,1,3,17,2.0,203.66666666666666,0.325,0.0,79.1111111111,29.1111111111,806.8666666666398,0.0,700.5,277.40451041667995,277.40451041668,277.40451041668,12117.6666666667
2015-01-17 03:00:00,1,3,5,1,3,17,1.9333333333399998,148.0,0.15,0.0,78.44444444443333,29.1111111111,807.8666666666801,0.0,650.0,276.37102291666,276.37102291666,276.37102291666,5939.0
2015-01-17 06:00:00,1,6,5,1,3,17,2.86666666666,203.44444444443334,0.075,0.0,74.44444444443333,26.77777777776667,808.6,0.0,725.25,275.38511041668005,275.38511041668005,275.38511041668,3580.6666666667
2015-01-17 09:00:00,1,9,5,1,3,17,1.66666666666,106.55555555553333,0.075,0.0,72.77777777776667,25.333333333333332,809.53333333334,0.0,725.0,278.99253333332,278.99253333332,278.99253333332,8079.3333333333
